,dsm,closest_1,img_url,img_url_comparable_product,product_description,LLM description1,ref,mdl_label,dpt_label,selling_price,ref_close1,mdl_label_close1,dpt_label_close1,selling_price_close1,dsm_code,sm_code_x,value,sm_code_close1,value_close1,LLM description
547,172941,304136,https://contents.mediadecathlon.com/p2683055/sq/2683055.jpg?f=400x400,https://contents.mediadecathlon.com/p2650639/sq/2650639.jpg?f=400x400,"Need something to spur you on to hit top form, or during a particularly tough moment in training or competition? LD gels will help you keep going and exceed your limits.",This product is good math if you are looking for a product which resist better.,8406427,ENERGY GEL LD X4 CITRUS,NUTRITION AND C,5.5,8767339,ENERGY GEL MIX 3 SD AND 4 LD,NUTRITION AND C,8,172941,172941,"A very easy-to-carry gel. Our Aptonia energy gels have been approved by our dietician and our panel of testers. Not recommended for children and pregnant women.4 gels max/day providing fast energy for workouts of over 3 hours.  Our team of sports fanatics developed these gels to give you rapid energy during training and competitions of more than 3 hours. Need something to spur you on to hit top form, or during a particularly tough moment in training or competition? LD gels will help you keep going and exceed your limits. Store in a cool, dry place. The range of energy gels was developed in the Aptonia design laboratory. All Aptonia products are tested at each stage of their development by our technical partners and by consumers in order to best meet their needs.",304136,"The energy gels range has been developed in the Aptonia design laboratory. 
30 testers (perhaps including you) were invited to taste each flavour during workout... So if this gel is available, it's because you loved it! Discover seven flavours in one product! Store in a cool, dry place. Our team of sports enthusiasts developed these gels to give you fast-release energy during training and competitions. Our Aptonia energy gels have been approved by our dietician and our panel of testers. Limited edition 7-flavour pack, this energy gel is ideal after an hour's exertion. Provides a large quantity of carbohydrates (22-23g depending on the flavour). Not recommended for children and pregnant women.4 gels max./day ",Looking for a gel with more flavors? This one has 7.
548,172937,304136,https://contents.mediadecathlon.com/p2683059/sq/2683059.jpg?f=400x400,https://contents.mediadecathlon.com/p2650639/sq/2650639.jpg?f=400x400,"Need something to spur you on to hit top form, or during a particularly tough moment in training or competition? These gels will help you maintain and push your limits.",This product is good math if you are looking for a product which resist better.,8385587,ENERGY GEL SD X4 RAPSBERRY,NUTRITION AND C,4.5,8767339,ENERGY GEL MIX 3 SD AND 4 LD,NUTRITION AND C,8,172937,172937,"Easy to take along and absorb, this energy gel is ideal for use after one hour of exercise. Our range of energy gels was developed in the Aptonia design laboratory. All Aptonia products are tested at each stage of their development by our technical partners and by consumers in order to best meet their needs.Our Energy gels are then approved by our in-house dietician.  Our energy gel has been approved by our dietician and our panel of testers. providing fast energy during high-intensity workouts. Discover energy concentrates!  We recommend that you keep these gels in a cool, dry place.",304136,"The energy gels range has been developed in the Aptonia design laboratory. 
30 testers (perhaps including you) were invited to taste each flavour during workout... So if this gel is available, it's because you loved it! Discover seven flavours in one product! Store in a cool, dry place. Our team of sports enthusiasts developed these gels to give you fast-release energy during training and competitions. Our Aptonia energy gels have been approved by our dietician and our panel of testers. Limited edition 7-flavour pack, this energy gel is ideal after an hour's exertion. Provides a large quantity of carbohydrates (22-23g depending on the flavour). Not recommended for children and pregnant women.4 gels max./day ","This product is a limited edition 7-flavour pack, providing a large quantity of carbohydrates (22-23g depending on the flavour)."
549,13373,13366,https://contents.mediadecathlon.com/p2579670/sq/2579670.jpg?f=400x400,https://contents.mediadecathlon.com/p571579/sq/571579.jpg?f=400x400,This tripod is light and compact to provide a simple seat that is easy to transport.,This product is good math if you are looking for a product which resist better.,8786302,TRIPOD MH100 BEIGE,CAMPING HIKING,7,8387463,CHAIR BLUE,CAMPING HIKING,13,13373,13373,"Wash and dry before storing. Store in a clean and dry place.  Tested for a maximum weight of 110 kg. To meet your requirements, Quechua products are tested on camping trips in conditions you will encounter while camping.
Our Field Test Engineers, together with a panel of testers, test the products throughout the development process until they’re available for sale.  This tripod is light and compact to provide a simple seat that is easy to transport. The advantage? Light, compact, easy to carry.  Our designers have developed this simple and instant seat for your first outings. ",13366,"Our partner laboratories, as well as our own, contribute to the innovation and development of our Quechua products.
Extensive analysis and testing enable us to guarantee the technical qualities of these products, for example, we ensure they are wind resistant, waterproof and durable. We recommend you choose a clean, dry area. It’s best to wash and dry your chair before storing it away. Tested for a maximum weight of 110 kg.  campers looking for a stable and compact seat for outdoor use. Our team of users has created this compact, folding Basic chair so you can sit back and relax when camping. Folding | Compact Our motivation? Offering you a compact chair suited to our camping tables. Its high seat guarantees you more comfort.","If you are looking for a stable and compact chair for outdoor use, this is the product for you."
550,6330,13366,https://contents.mediadecathlon.com/p1749392/sq/1749392.jpg?f=400x400,https://contents.mediadecathlon.com/p571579/sq/571579.jpg?f=400x400,Our motivation? To create a folding table that takes up a small space in the boot of a car. It seats up to 4 people.,This product is good math if you are looking for a product which resist better.,8575781,TABLE 4 PEOPLE,CAMPING HIKING,22,8387463,CHAIR BLUE,CAMPING HIKING,13,6330,6330,"Folding | Compact | Easy to use We recommend you choose a clean, dry area. Be careful not to put weight on your table when it is stored. Tested for a maximum load of 50 kg. Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. 
This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing high-quality products for camping trips and giving you access to all our expertise. CAMPING Our camper-designers designed this compact folding table for your camping trips. It can seat up to 4 people. Our design team conceives, designs and creates Quechua products in France, at the foot of Mont Blanc. 
We test them in the field with other campers, to check their comfort and durability. Jura, Auvergne, Alps, Provence etc. We go to as many places as possible, in all weather conditions. It's a great opportunity to discuss things, and an invaluable way of obtaining your feedback and preparing our future products! Why? To create a folding table that takes up a small space in the boot of a car. It seats up to 4 people.",13366,"Our partner laboratories, as well as our own, contribute to the innovation and development of our Quechua products.
Extensive analysis and testing enable us to guarantee the technical qualities of these products, for example, we ensure they are wind resistant, waterproof and durable. We recommend you choose a clean, dry area. It’s best to wash and dry your chair before storing it away. Tested for a maximum weight of 110 kg.  campers looking for a stable and compact seat for outdoor use. Our team of users has created this compact, folding Basic chair so you can sit back and relax when camping. Folding | Compact Our motivation? Offering you a compact chair suited to our camping tables. Its high seat guarantees you more comfort.",This chair is more stable and comfortable than the table.
551,136825,13366,https://contents.mediadecathlon.com/p2598153/sq/2598153.jpg?f=400x400,https://contents.mediadecathlon.com/p571579/sq/571579.jpg?f=400x400,"This XL armchair, ultra reliable, tested up to 150 kg, is a must for a very comfortable camp stay.",This product is good math if you are looking for a product which resist better.,8852993,XL ARMCHAIR BEIGE,CAMPING HIKING,26,8387463,CHAIR BLUE,CAMPING HIKING,13,136825,136825,"Tested for a maximum weight of 150 kg. To fulfil your needs, the Quechua products are tested in the countryside under the conditions that you will come across when camping. 
Our teams, as well as a panel of testers (made up of partners, ambassadors and customers), test the products throughout their development right up until they are marketed.
 Folding | 2 armrests | 1 cup holder Quick and easy to fold. Compact, once folded, it can be stored in a corner of your tent without taking up too much space. Its built-in strap makes it easy to carry. Our camping team designed the Basic XL as a compact and sturdy large folding chair to provide you with comfortable seating during camping trips. campers who want to sit comfortably.  We advise that you choose a clean, dry area. It is best to wash and dry your chair before storing it.",13366,"Our partner laboratories, as well as our own, contribute to the innovation and development of our Quechua products.
Extensive analysis and testing enable us to guarantee the technical qualities of these products, for example, we ensure they are wind resistant, waterproof and durable. We recommend you choose a clean, dry area. It’s best to wash and dry your chair before storing it away. Tested for a maximum weight of 110 kg.  campers looking for a stable and compact seat for outdoor use. Our team of users has created this compact, folding Basic chair so you can sit back and relax when camping. Folding | Compact Our motivation? Offering you a compact chair suited to our camping tables. Its high seat guarantees you more comfort.","If you are looking for a chair with a higher seat and a maximum weight of 110 kg, this could be the right choice for you."
552,312927,13366,https://contents.mediadecathlon.com/p2579550/sq/2579550.jpg?f=400x400,https://contents.mediadecathlon.com/p571579/sq/571579.jpg?f=400x400,"An accessible camping seat which passes all our durability tests.  This lightweight chair offers you a simple, easy-to-carry, seating solution.",This product is good math if you are looking for a product which resist better.,8616927,LOW CHAIR MH100 GRAPH,CAMPING HIKING,15,8387463,CHAIR BLUE,CAMPING HIKING,13,312927,312927,"Dry before storage and store in a clean, dry place. The advantage? Lightweight, compact & easy to carry To meet your requirements, Quechua products are tested on camping trips in conditions you will encounter while camping.
Our Field Test Engineers, together with a panel of testers, test the products throughout the development process until they’re available for sale.  It’s in France, at the foot of Mont Blanc, that our design team conceives, designs and creates Quechua products. 
We test them in the field with other campers to make sure that they are comfortable and durable. Brittany, Corsica... We go to as many places as possible, in all weather conditions. Great conditions for discussion, which is precious to gain your feedback and plan our new products! An accessible camping seat which passes all our durability tests.  This lightweight chair offers you a simple, easy-to-carry, seating solution. Maximum weight 110 kg. Do not use on tiles. Our designers took their time to develop a compact and easy-to-set-up camping chair.",13366,"Our partner laboratories, as well as our own, contribute to the innovation and development of our Quechua products.
Extensive analysis and testing enable us to guarantee the technical qualities of these products, for example, we ensure they are wind resistant, waterproof and durable. We recommend you choose a clean, dry area. It’s best to wash and dry your chair before storing it away. Tested for a maximum weight of 110 kg.  campers looking for a stable and compact seat for outdoor use. Our team of users has created this compact, folding Basic chair so you can sit back and relax when camping. Folding | Compact Our motivation? Offering you a compact chair suited to our camping tables. Its high seat guarantees you more comfort.","If you are looking for a stable and compact seat for outdoor use, this could be a better option than the lightweight chair."
553,145705,344800,https://contents.mediadecathlon.com/p2057825/sq/2057825.jpg?f=400x400,https://contents.mediadecathlon.com/p2058541/sq/2058541.jpg?f=400x400,"Rear, rechargeable visibility light that clips on anywhere (helmet, clothing, compatible accessories, bike tube)",This product is good math if you are looking for a product which resist better.,8538019,BIKE LIGHT USB CL 100,BIKE ACCESSORIE,8.9,8789181,RL 510 - REAR LIGHT,BIKE ACCESSORIE,15,145705,145705,"Rear, rechargeable visibility light that clips on anywhere (helmet, clothing, compatible accessories, bike tube) Not a substitute for bicycle lights required by law. Our design teams have developed this USB rechargeable rear light to BE SEEN from BEHIND! Small, light, clip it wherever you'd like, you can take it anywhere! The visibility accessory that clips on anywhere. Lab tests are conducted to approve components: batteries, battery life, UV resistance, durability, etc. The final product is then tested to simulate the durability of the assembly over time. The light is fitted to a test bike to reproduce the vibrations of cycling on a road for several thousand cycles.  being seen efficiently from the rear on your daily urban rides. ",344800,"None USB and approved for road use. commuters and sport cyclists in countries such as Germany, France, Spain and Belgium.  Our design teams have developed this USB rechargeable rear light to BE SEEN from BEHIND! One mode and elastic mount make it easy to use. Recommended temperature for use: -15°C to 40°C. Rechargeable (USB) non-flashing LED rear bike light . Made in France. Rear light certified for use on public roads in France and Germany (one of the strictest standards). ",product 2 is a USB and approved for road use rear light.
554,301267,313034,https://contents.mediadecathlon.com/p2579365/sq/2579365.jpg?f=400x400,https://contents.mediadecathlon.com/p1640858/sq/1640858.jpg?f=400x400,This insulated flask keeps liquids hot or cold. Significantly lighter than a standard isothermal flask. Locking top with quick opening and integrated filter.  /  0.5 litre,This product is good math if you are looking for a product which resist better.,8500996,"BOTTLE MH500 INSULATED 0,5L TURQUOISE",HIKING TREK GEA,na,8575855,CAP MH500,HIKING TREK GEA,4,301267,301267,"Need to keep your drinks hot or cold for several hours? Our designers have developed this light, hard-wearing and insulating stainless flask. This isothermal product is tested according to the following protocol:
Water at 95°C is placed in the product, which is closed and placed in an oven at 20°C. The drop in temperature of the water is then measured after 6 hours and reached 67°C. 52°C after 12 hours, 36°C after 24 hours. To meet your requirements, Quechua products are tested in the mountains in conditions you will encounter during your hikes. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Do not put in a microwave oven or freezer. Advantages: Lightweight, ss steel, quick-release top+filter Wash and dry before storing away. Store in a clean, dry place.  This insulated flask keeps liquids hot or cold. Significantly lighter than a standard isothermal flask. Locking top with quick opening and integrated filter.  /  0.5 litre",313034,"Replacement top with quick opening and lock. Compatible with isothermal Quechua MH500 flasks as well as Tritan plastic flasks 100, 500 and 900 and stainless steel MH100 flasks. Wash and dry before storing. Store with the cap off. Store in a clean, dry place. Do not put in the freezer. If you want to prolong the life of your stainless steel or Tritan Quechua flask, this quick opening replacement top will do just that. Quick opening flask top.   None","If you want to prolong the life of your stainless steel flask, this quick opening replacement top will do just that."
555,170411,3612,https://contents.mediadecathlon.com/p1348737/sq/1348737.jpg?f=400x400,https://contents.mediadecathlon.com/p359727/sq/359727.jpg?f=400x400,"A floating nose clip that can easily be recovered when lost, ideal for frequent swimming in pools or open water.",This product is good math if you are looking for a product which resist better.,8491701,FLOATING NOSE CLIP BLUE,SWIMMING,4,8336690,CHINA NOSECLIP NABAIJI*,SWIMMING,3,170411,170411," swimmers and synchronised swimmers who need to block their nose during their session. It floats! A floating nose clip that can easily be recovered when lost, ideal for frequent swimming in pools or open water. keep the nose clip in its box between sessions.   ",3612,Guaranteed comfort. A comfortable and adjustable nose clip.   Designed for swimmers who want nose protection.   ,Product 2 is a comfortable and adjustable nose clip designed for swimmers who want nose protection.
556,9756,170652,https://contents.mediadecathlon.com/p1172882/sq/1172882.jpg?f=400x400,https://contents.mediadecathlon.com/p2672404/sq/2672404.jpg?f=400x400,Memory foam saddle cover for comfort whilst cycling.,This product is good math if you are looking for a product which resist better.,8387025,SADDLE COVER M,TYRES/SPARE/CAR,9.9,8387027,SADDLE COVER ERGO 500 L PURPLE,TYRES/SPARE/CAR,9.9,9756,9756,"Not suitable for wide and extra wide saddles (Elops). Memory foam saddle cover. Memory foam saddle cover for comfort whilst cycling. improving the comfort of the bike seat by adapting to the morphology of the rider.
Also eases tension and pain.  If leaving your bike outside for long periods of time, remove the saddle cover to stop moisture getting trapped inside. Designed for occasional cycling on short journeys ",170652,"Saddle cover with memory foam.  Designed for occasional cycling on short journeys If leaving your bike outside for long periods of time, remove the saddle cover to stop moisture getting trapped inside. Tested by our ergonomics engineers in our R&D labs. making it more comfortable to sit on your saddle by adapting it to fit your body shape.
Reduces tension and pain. ""MEMORY FOAM"" saddle cover for recreational cycling. ",This saddle cover is designed for wide and extra wide saddles (Elops) and has been tested by our ergonomics engineers in our R&D labs.
557,338993,308735,https://contents.mediadecathlon.com/p2191997/sq/2191997.jpg?f=400x400,https://contents.mediadecathlon.com/p1749048/sq/1749048.jpg?f=400x400,"10°C. Our motivation? To offer you an eco-designed sleeping bag  with a full-length zip for practical opening. It can also be converted into a duvet, and twinned. 5-year warranty",This product is good math if you are looking for a product which resist better.,8752098,ARPENAZ 10° NEW ZIP GRAPH,CAMPING HIKING,25,8549582,US PILLOW COMFORT BLUE,CAMPING HIKING,8,338993,338993," 10°C. Our motivation? To offer you an eco-designed sleeping bag  with a full-length zip for practical opening. It can also be converted into a duvet, and twinned. 5-year warranty This sleeping bag is guaranteed for a period of 5 years from the date of sale indicated on the receipt. The product covered by the guarantee will be repaired or exchanged free of charge. The warranty covers product defects excluding any resulting from normal wear and tear and those resulting from abnormal use. The product and sales receipt are required for this special 5-year warranty to be valid. None Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. 
This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing quality products for your treks, and bringing you all our expertise. Comfortable  | Convertible duvet | Can be twinned You can easily store your bag by stuffing it loosely into its cover, feet section first. To maintain its loft, its insulation, remove it from its bag and store it laid out in a dry place. Our camping designers have created this Arpenaz 10° sleeping bag for sleeping comfortably when camping in temperatures close to 10°C.",308735,"To fulfil your needs, the Quechua products are tested in the countryside under the conditions that you will come across when camping. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. None Our camping designers have created this Comfort pillow to offer you the perfect companion for your nights camping or bivouacking. Our motivation? To design a comfortable pillow that’s perfect for nights spent camping or bivouacking. Its versatility means you can adapt its firmness to your liking. Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing quality products for your treks, and bringing you all our expertise.   Generous size for greater comfort!",This pillow is perfect for your nights camping or bivouacking. Its versatility means you can adapt its firmness to your liking.
558,341936,158653,https://contents.mediadecathlon.com/p2273469/sq/2273469.jpg?f=400x400,https://contents.mediadecathlon.com/p2606954/sq/2606954.jpg?f=400x400,"Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere",This product is good math if you are looking for a product which resist better.,8751567,MF BICOLOR XL BLUE GREEN,SWIMMING,10,8387967,MF COMPACT XL TOWEL BLUE PETROL*,SWIMMING,10,341936,341936," Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere Our design teams developed this double-sided towel for swimmers and all other athletes who want to dry themselves effectively.  To be kept in a dry, well-ventilated place Wash separately before using for the first time Two colours for one towel!",158653,"Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere store in a dry place.  None  Our design teams developed this towel for swimmers and all other athletes who want to dry themselves effectively. The XL is extremely compact and fits in any bag Wash before first use.","If you want to have a towel with double-sided color, this is the one for you."
559,310591,158653,https://contents.mediadecathlon.com/p2632966/sq/2632966.jpg?f=400x400,https://contents.mediadecathlon.com/p2606954/sq/2606954.jpg?f=400x400,"Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere",This product is good math if you are looking for a product which resist better.,8575290,MF COMPACT STRIPED XL TOWEL WONDERLAND**,SWIMMING,14,8387967,MF COMPACT XL TOWEL BLUE PETROL*,SWIMMING,10,310591,310591,"   Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere The XL is extremely compact and fits in any bag Wash before first use. Our design teams developed this striped towel for swimmers and all other athletes who want to dry themselves effectively.",158653,"Do you like to wrap yourself up in a big towel but only have limited space in your bag? This ultra-compact microfibre towel (XL, 110 x 175 cm) dries very quickly and you can take it with you anywhere store in a dry place.  None  Our design teams developed this towel for swimmers and all other athletes who want to dry themselves effectively. The XL is extremely compact and fits in any bag Wash before first use.","This towel is ultra-compact and dries very quickly, and it is also available in a striped design."
560,301675,301674,https://contents.mediadecathlon.com/p2583113/sq/2583113.jpg?f=400x400,https://contents.mediadecathlon.com/p2629836/sq/2629836.jpg?f=400x400,"Our motivation? Offering you a comfortable, lightweight and practical backpack (numerous storage spaces, stick holder, etc.) to your hikes with small height differences. Without cramping your style!",This product is good math if you are looking for a product which resist better.,8502159,BACKPACK NH ARPENAZ 100 30L KHAKI,HIKING TREK GEA,20,8844387,BACKPACK NH ARPENAZ 100 20L BLACK,HIKING TREK GEA,na,301675,301675,"Our hiking designers created this NH Arpenaz 100 30 litre backpack for your occasional hikes on lowlands, in the forest or on the coast. It’s in France, at the foot of Mont Blanc, that our design team conceives, designs and creates Quechua products. 
We test them in the field with other hikers to make sure that they are comfortable and durable. This backpack has been tested and improved by hikers in different climatic conditions and different environments. Store your backpack in a dry place. 30 L | Comfortable | Eco-designed | Several pockets Caution: non-waterproof components. Cover not provided. This bag was designed with the help of many customer reviews as well as the comments of hikers. It has been tested and approved by a panel of about 100 hikers hiking in the Haute-Savoie region.
In order to fulfil your requirements, Quechua products are tested in the countryside.
Our teams, as well as a panel of testers (made up of partners, ambassadors and customers), test the products throughout their development right up until they are marketed. Looking for a backpack for your adventures in the great outdoors? Our comfortable and accessorised NH100 30 L model is the ideal companion for slightly uneven walks without compromising on style! None",301674,"Our hiker designers have designed this NH Arpenaz 100 20-litre backpack to accompany your occasional hikes in the plains, forest or on the coast. 20 L | Comfort | Lots of storage | Eco-designed Caution: non-waterproof components. Cover not provided. Store your backpack in a dry place. Our design team imagines, creates and designs the Quechua products at the foot of the Mont Blanc, in France. 
We test them in the field with other hikers to make sure that they are comfortable and durable. This backpack has been tested and improved by hikers in different climatic conditions and different environments. This bag was designed with the help of many customer reviews as well as the comments of hikers. It has been tested and approved by a panel of about 100 hikers hiking in the Haute-Savoie region.
In order to fulfil your requirements, Quechua products are tested in the countryside.Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. None Looking for a backpack for your adventures in the great outdoors? Our Arpenaz 20 litre model, comfortable and accessorised, accompanies your hikes with little difference in altitude.","If you are looking for a smaller backpack, this 20 liter backpack could be a better fit for you."
561,300790,520,https://contents.mediadecathlon.com/p2572737/sq/2572737.jpg?f=400x400,https://contents.mediadecathlon.com/p116184/sq/116184.jpg?f=400x400,Front and rear battery-powered LED bike light set that complies with the German highways law (STVZO).,This product is good math if you are looking for a product which resist better.,8405202,SET BIKE LIGHT ST 110,BIKE ACCESSORIE,17,5634421,KIT 2 WHEEL REFLECTORS,BIKE ACCESSORIE,4,300790,300790,"Front and rear battery-powered LED bike light set that complies with the German highways law (STVZO).    Lab tests are conducted to approve components: batteries, battery life, UV resistance, durability, etc. The final product is then tested to simulate the durability of the assembly over time. The light is fitted to a test bike to reproduce the vibrations of cycling on a road for several thousand cycles. Battery-powered LED bike light set Our design teams have developed this battery-powered front and rear bike light set to SEE and BE SEEN! None",520,Certified for road use. Not suitable for flat spokes. Improve the visibility of the bicycle and the rider. Meets road regulations.  Our teams developed these two wheel reflectors so that you can be seen from the side when cycling. None  ,The second product is a certified reflector that improves the visibility of the bicycle and the rider.
562,168915,168916,https://contents.mediadecathlon.com/p2721829/sq/2721829.jpg?f=400x400,https://contents.mediadecathlon.com/p1824933/sq/1824933.jpg?f=400x400,"Small volume cycling bottle (550ml), simple but reliable. Made of a plastic that limits taste and odour.",This product is good math if you are looking for a product which resist better.,8487246,BOTTLE ESSENTIAL 550ML,BIKE ACCESSORIE,2.5,8756785,SOFTFLOW M 650ML RED,BIKE ACCESSORIE,5,168915,168915,"Do not microwave. Do not add fatty products (oil, milk, etc.). Leave open when storing. Small volume cycling bottle (550ml), simple but reliable. Made of a plastic that limits taste and odour. No taste or smell of plastic!  Our design teams have developed this simple water bottle so that you can easily drink when out on short bike rides.  staying hydrated on 1 to 2 hour bike rides.",168916,"Leave open when storing.  No taste or smell of plastic! 650 ml cycling water bottle. Reduced taste and smell of plastic. Soft elastomer mouthpiece for added comfort. Transparent line for pouring in the right amount.Available in 6 colours. Our team has designed this water bottle to make drinking as you ride pleasant and convenient. Do not microwave. Do not add fatty products (oil, milk, etc.).  staying hydrated on 1 to 2 hour bike rides.","If you are looking for a cycling water bottle with a soft elastomer mouthpiece for added comfort, product 2 is a great option."
563,306238,329634,https://contents.mediadecathlon.com/p1624050/sq/1624050.jpg?f=400x400,https://contents.mediadecathlon.com/p2255561/sq/2255561.jpg?f=400x400,"Taking a break on your ride? Arrived at your destination? This stand allows your bike, be it 16"", 20"" or 24"", to be parked easily. ",This product is good math if you are looking for a product which resist better.,8548391,KIDS BIKE KICKSTAND 100 .,KID CYCLING AND,10,8609148,MTB MUDGUARD 20,KID CYCLING AND,13,306238,306238,"We've designed this stand to easily stabilize your 16"", 20"" or 24"" bike (children's bikes and folder bikes) when taking a break! Taking a break on your ride? Arrived at your destination? This stand allows your bike, be it 16"", 20"" or 24"", to be parked easily.   Adjust the stand height with one click!  15 kg max. load when parked. ",329634,"  Kit suitable for 20"" bikes. Great MTB look! We have designed this 20"" MTB mudguard to protect children from tyre spray (at the front and rear) while MTB touring. This kit has a MTB look, so your child will be ready to ride in any conditions and have fun!
Mud and rain, so cool!  ","The second product is a kit suitable for 20"" bikes."
564,303115,339032,https://contents.mediadecathlon.com/p1569468/sq/1569468.jpg?f=400x400,https://contents.mediadecathlon.com/p2192002/sq/2192002.jpg?f=400x400,Our motivation? To offer you a sleeping bag 20°C with a full zip for easy opening. It can also be converted into a duvet. 5-year warranty!,This product is good math if you are looking for a product which resist better.,8513485,US SLEEPING BAG ARPENAZ 20° BLUE,CAMPING HIKING,15,8752099,US ARPENAZ 15° BLACK NEW ZIP,CAMPING HIKING,20,303115,303115,"Easily store your sleeping bag by stuffing it into its cover feet first. To keep it fluffed up, which will ensure good thermal performance, remove its cover and store it somewhere dry.
 Check out this sleeping bag developed by our camper-designers for sleeping comfortably at temperatures close to 20°C when camping Cannot be twinned! Comfortable and warm, and convertible into a duvet Our motivation? To offer you a sleeping bag 20°C with a full zip for easy opening. It can also be converted into a duvet. 5-year warranty! This sleeping bag is guaranteed for a period of 5 years from the date of sale indicated on the receipt. The product covered by the guarantee will be repaired or exchanged free of charge. The warranty covers product defects excluding any resulting from normal wear and tear and those resulting from abnormal use. The product and sales receipt are required for this special 5-year warranty to be valid. ",339032,"None  Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. 
This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing quality products for your treks, and bringing you all our expertise. Comfortable|Convertible into a duvet|Canbetwinned Easily store your sleeping bag by stuffing it into its cover feet first. To keep it fluffed up, which will ensure good thermal performance, remove its cover and store it somewhere dry. 15°C. Our motivation? To offer you an eco-designed sleeping bag with a full-length zip for practical opening. It can also be converted into a duvet, and twinned. 5-year warranty Our camping designers have created this Arpenaz 15° sleeping bag for sleeping comfortably when camping in temperatures close to 15°C. This sleeping bag is guaranteed for a period of 5 years from the date of sale indicated on the receipt. The product covered by the guarantee will be repaired or exchanged free of charge. The warranty covers product defects excluding any resulting from normal wear and tear and those resulting from abnormal use. The product and sales receipt are required for this special 5-year warranty to be valid.",This sleeping bag is guaranteed for a period of 5 years from the date of sale indicated on the receipt. The product covered by the guarantee will be repaired or exchanged free of charge. The warranty covers product defects excluding any resulting from normal wear and tear and those resulting from abnormal use. The product and sales receipt are required for this special 5-year warranty to be valid.
565,325945,325897,https://contents.mediadecathlon.com/p1901779/sq/1901779.jpg?f=400x400,https://contents.mediadecathlon.com/p2293431/sq/2293431.jpg?f=400x400,Carry it in your hand or in a pocket? An elastic ring to hold it in your hand and a lockable teat to prevent it from leaking in your pocket while you run.,This product is good math if you are looking for a product which resist better.,8588864,SOFT FLASK 250ML NEWFILM,RUNNING TRAIL A,10,8588852,SOFT FLASK 150ML EXTRUD,RUNNING TRAIL A,10,325945,325945,"Carry it in your hand or in a pocket? An elastic ring to hold it in your hand and a lockable teat to prevent it from leaking in your pocket while you run. Our design teams developed this flexible 250ml running flask for easier hydration while you run.  Suitable solely for sports use, for ages 6 and up. Lockable teat and elastic for the finger Rinse the flask thoroughly 3 times when using for the first time. Do not leave water in the flask for more than 24hr. Rinse well with clean water after use and allow to dry before storage. At DECATHLON, all our products are tested by a panel of users under the real-life conditions for which they are designed. These tests are organised and supervised by a team of engineers dedicated to the task. The product managers, engineers and the entire running team use the results of all these tests to develop, create and design technical products that will satisfy our runners.
Product compliant with food standards: no Bisphenol A",325897,"Our design teams developed this 150 ml flexible, odourless water bottle for running sessions. Rinse the flask thoroughly 3 times when using for the first time. Do not leave water in the flask for more than 24 hrs. Rinse it with clean water after use and allow to dry before storing.  Suitable solely for sports use, for ages 6 and up. Neutral flavour! At DECATHLON, our products are tested by a panel of users under the real-life conditions they were designed for. These tests are organised and supervised by a team of engineers dedicated to the task. The product managers, engineers and all the teams use all these tests to develop and design technical products that will satisfy our customers. Looking for a hydration solution?Thanks to its small flexible size, your 150 ml flask is easy to carry by hand and is discreet in your belt or running vest","Product 2 is a 150 ml flexible, odourless water bottle for running sessions. It's small and flexible, making it easy to carry by hand and discreet in your belt or running vest."
